loss,val_loss
0.06974736601114273,0.07369308173656464
0.02187458425760269,0.0868953987956047
0.013556862249970436,0.055774759501218796
0.013425983488559723,0.09374253451824188
0.010996873490512371,0.05040018633008003
0.01152088213711977,0.07534991204738617
0.008636096492409706,0.046685151755809784
0.011119451373815536,0.0554853156208992
0.010303052142262459,0.0681837946176529
0.0078011564910411835,0.05778639391064644
0.007453528698533773,0.05647958070039749
0.007245015352964401,0.049819983541965485
0.006880524568259716,0.05982440710067749
0.006305483169853687,0.04500133916735649
0.00843812245875597,0.06452919542789459
0.007370108738541603,0.036832910031080246
0.008108607493340969,0.05886831879615784
0.00662569934502244,0.053230203688144684
0.005684006959199905,0.040680043399333954
0.005318520125001669,0.0494767390191555
0.008363586850464344,0.029038701206445694
0.006913122721016407,0.06369451433420181
0.006952942814677954,0.03263435512781143
0.005395936314016581,0.0359625369310379
0.00793952401727438,0.04177958518266678
0.006460229400545359,0.04474697634577751
0.004593331832438707,0.05345303937792778
0.0063721900805830956,0.03558649867773056
0.005879593081772327,0.04616883397102356
0.00403534946963191,0.03696367144584656
0.005318059120327234,0.04880474507808685
0.0049904715269804,0.040069710463285446
0.005177462473511696,0.04635262489318848
0.008477059192955494,0.03876136615872383
0.005528192967176437,0.031437601894140244
0.005489259492605925,0.04159802570939064
